order_item_id,order_id,product_id,category,quantity,price,is_out_of_stock
112,10003,1067,Beverages,2,324.69,0
113,4531,1026,Beverages,2,141.18,1
114,4340,1067,Snacks,1,88.71,0
115,13507,1055,Snacks,4,470.37,0
116,2144,1044,Grocery,4,373.73,0
117,17217,1065,Dairy,1,205.43,0
118,9251,1095,Personal Care,4,180.91,0
119,6428,1053,Grocery,4,418.5,0
120,2445,1016,Personal Care,3,229.19,1
121,1129,1014,Snacks,4,133.89,1
122,2787,1086,Personal Care,2,368.72,0
123,11203,1052,Grocery,2,105.51,0
124,5264,1069,Snacks,3,152.32,0
125,10042,1077,Dairy,4,71.98,0
126,19595,1032,Personal Care,4,419.86,0
127,19418,1035,Dairy,1,378.39,0
128,1941,1086,Snacks,3,386.32,0
129,6796,1035,Dairy,3,53.66,0
130,1744,1099,Dairy,1,333.04,0
131,6884,1057,Grocery,2,50.84,0
132,12241,1074,Dairy,2,225.64,1
133,8424,1017,Grocery,2,421.23,0
134,16598,1039,Beverages,4,440.01,0
135,1612,1045,Personal Care,4,396.89,0
136,17536,1073,Beverages,2,182.18,0
137,15545,1095,Personal Care,1,200.69,1
138,14602,1052,Grocery,3,268.64,0
139,15046,1034,Personal Care,1,249.84,0
140,16444,1056,Beverages,4,145.29,0
141,15850,1020,Beverages,3,143.62,0
142,6692,1072,Dairy,4,290.52,1
143,14911,1042,Personal Care,1,300.21,0
144,1353,1099,Grocery,3,234.02,1
145,3732,1039,Beverages,1,296.74,0
146,17434,1032,Grocery,3,412.0,0
147,3621,1030,Personal Care,3,429.78,0
148,2565,1040,Dairy,2,250.14,0
149,14861,1032,Personal Care,3,42.92,0
150,4297,1048,Snacks,2,194.77,1
151,16556,1070,Dairy,3,159.59,0
152,4311,1044,Grocery,2,444.09,0
153,480,1092,Personal Care,4,457.21,0
154,3706,1035,Snacks,4,72.94,0
155,4235,1013,Beverages,2,227.1,0
156,7914,1083,Personal Care,3,435.36,0
157,13312,1002,Personal Care,4,44.56,0
158,2023,1038,Dairy,2,41.66,0
159,1347,1043,Grocery,3,145.87,0
160,3794,1050,Snacks,4,301.67,1
161,18509,1033,Dairy,2,175.12,0
162,4153,1089,Beverages,1,348.96,0
163,11910,1098,Beverages,3,219.88,0
164,3229,1003,Snacks,4,348.03,0
165,13385,1067,Personal Care,1,261.29,0
166,19207,1080,Personal Care,4,289.52,0
167,9987,1098,Dairy,4,173.0,0
168,3324,1058,Snacks,1,270.92,0
169,13658,1018,Beverages,4,345.53,1
170,2069,1001,Snacks,1,144.79,0
171,2551,1033,Snacks,3,487.84,1
172,10125,1066,Personal Care,2,407.44,0
173,14873,1022,Personal Care,2,426.21,0
174,4779,1043,Beverages,2,211.93,0
175,14005,1032,Grocery,1,323.8,0
176,15676,1081,Snacks,2,134.21,0
177,19965,1022,Grocery,2,207.55,0
178,600,1097,Snacks,3,433.02,0
179,17989,1004,Snacks,2,110.82,0
180,15356,1061,Dairy,1,351.82,0
181,8615,1052,Personal Care,2,283.36,0
182,13080,1049,Snacks,1,258.79,0
183,8412,1083,Snacks,3,88.34,1
184,6120,1088,Beverages,4,247.94,1
185,7113,1083,Beverages,1,98.8,0
186,17533,1046,Grocery,3,159.96,0
187,15064,1059,Grocery,2,135.0,1
188,15645,1065,Dairy,3,200.58,0
189,11027,1064,Personal Care,1,475.12,0
190,8997,1098,Beverages,4,220.67,0
191,4479,1092,Grocery,3,49.98,0
192,5509,1098,Dairy,1,207.74,0
193,19397,1041,Grocery,3,379.28,1
194,8911,1018,Dairy,4,387.44,0
195,2171,1038,Grocery,3,306.82,0
196,12371,1076,Grocery,3,402.97,0
197,1974,1028,Grocery,1,118.92,0
198,15167,1031,Snacks,3,45.39,0
199,11389,1050,Snacks,4,174.53,0
200,15175,1044,Snacks,1,429.94,0
201,324,1048,Dairy,2,397.4,0
202,15190,1002,Grocery,1,43.18,0
203,19306,1047,Personal Care,1,243.86,0
204,16506,1081,Beverages,1,97.66,0
205,8098,1008,Dairy,1,137.44,0
206,568,1082,Snacks,4,408.73,0
207,13705,1002,Beverages,3,92.86,0
208,8277,1053,Dairy,1,450.58,0
209,3325,1082,Personal Care,4,374.71,0
210,13156,1055,Grocery,3,211.1,0
211,13455,1056,Snacks,2,333.39,0
212,9298,1064,Personal Care,4,268.06,0
213,14511,1074,Personal Care,1,170.93,1
214,6534,1023,Snacks,4,121.99,0
215,7271,1011,Beverages,4,44.91,0
216,9584,1053,Grocery,4,348.03,0
217,16289,1048,Snacks,2,183.4,0
218,7212,1065,Snacks,4,294.33,0
219,11966,1076,Snacks,4,484.98,0
220,6,1093,Beverages,2,178.72,0
221,16337,1084,Beverages,3,258.16,0
222,11131,1058,Snacks,4,402.3,0
223,12455,1003,Beverages,4,83.62,1
224,778,1056,Snacks,3,188.59,1
225,6089,1093,Dairy,3,242.35,0
226,17475,1089,Beverages,1,328.22,0
227,19735,1047,Beverages,3,294.96,0
228,17116,1019,Snacks,2,242.0,0
229,17045,1002,Snacks,2,163.93,0
230,8115,1084,Dairy,1,77.48,0
231,14232,1028,Beverages,3,463.21,1
232,17510,1020,Personal Care,2,406.07,0
233,18992,1067,Snacks,4,227.49,0
234,4793,1075,Snacks,4,361.17,0
235,610,1099,Dairy,3,87.3,0
236,10638,1006,Beverages,3,478.85,0
237,16850,1055,Personal Care,4,36.4,0
238,16100,1022,Grocery,4,91.73,0
239,4506,1067,Personal Care,4,235.92,0
240,4793,1009,Personal Care,1,245.33,0
241,2652,1064,Grocery,1,397.3,0
242,13126,1064,Dairy,1,235.68,0
243,11224,1033,Personal Care,3,462.22,1
244,15215,1071,Personal Care,4,83.02,0
245,5818,1049,Snacks,1,458.06,0
246,14881,1029,Personal Care,2,215.59,0
247,17289,1021,Beverages,1,402.14,0
248,8492,1050,Snacks,1,260.28,0
249,12860,1065,Grocery,2,286.79,0
250,15167,1011,Personal Care,4,133.44,0
251,2132,1097,Dairy,3,85.66,0
252,8728,1076,Snacks,2,103.6,0
253,461,1027,Snacks,2,128.53,0
254,19575,1042,Snacks,2,337.51,0
255,7727,1028,Dairy,2,457.4,0
256,8019,1089,Grocery,2,371.3,0
257,13181,1012,Grocery,3,78.37,0
258,18162,1001,Grocery,4,76.95,0
259,13342,1067,Snacks,4,172.59,0
260,18347,1077,Beverages,2,186.45,0
261,6305,1061,Snacks,2,99.33,1
262,5289,1067,Grocery,4,51.25,0
263,4231,1050,Grocery,1,75.86,1
264,16794,1073,Snacks,4,203.34,0
265,12102,1054,Personal Care,1,385.81,0
266,9006,1081,Snacks,3,251.53,0
267,8598,1032,Snacks,3,223.08,1
268,44,1005,Beverages,2,243.64,0
269,15530,1039,Grocery,3,296.86,0
270,6249,1088,Grocery,2,390.2,0
271,2932,1047,Personal Care,1,127.9,0
272,5444,1068,Personal Care,1,119.64,1
273,6050,1082,Beverages,1,75.78,0
274,16607,1087,Snacks,3,492.57,0
275,9268,1097,Grocery,1,207.96,0
276,17276,1065,Personal Care,1,233.94,0
277,9316,1011,Dairy,4,232.58,0
278,10692,1015,Grocery,3,380.51,0
279,14271,1090,Dairy,1,485.61,0
280,11849,1058,Personal Care,4,461.14,0
281,7685,1063,Beverages,2,88.96,0
282,899,1048,Snacks,4,259.41,0
283,13421,1093,Personal Care,1,227.77,1
284,16074,1030,Dairy,4,64.57,0
285,4517,1050,Personal Care,3,68.68,0
286,11571,1015,Dairy,4,205.75,0
287,13735,1082,Beverages,2,370.95,0
288,12423,1069,Snacks,1,307.55,0
289,2047,1062,Beverages,2,61.18,0
290,10050,1025,Beverages,2,447.11,0
291,3113,1081,Beverages,3,272.0,0
292,12555,1087,Grocery,2,215.38,0
293,17822,1075,Beverages,3,431.71,1
294,1726,1024,Dairy,4,494.76,0
295,11257,1002,Dairy,2,469.64,1
296,2101,1096,Beverages,3,137.88,0
297,6900,1024,Dairy,4,212.0,0
298,15741,1055,Grocery,4,387.34,0
299,16863,1076,Dairy,2,415.25,0
300,11755,1038,Grocery,4,268.11,0
301,18113,1089,Dairy,3,359.81,0
302,3372,1075,Grocery,1,457.1,0
303,19661,1040,Snacks,3,161.05,0
304,13259,1016,Snacks,1,310.33,0
305,6097,1099,Dairy,2,297.97,0
306,12359,1080,Snacks,1,116.27,0
307,8591,1041,Dairy,4,46.39,0
308,17130,1069,Personal Care,2,440.27,0
309,19146,1020,Grocery,2,92.74,0
310,4185,1043,Snacks,4,236.92,0
311,9760,1065,Dairy,3,480.69,0
312,17120,1099,Personal Care,4,246.92,0
313,13422,1001,Grocery,4,232.3,0
314,13366,1044,Beverages,3,344.85,0
315,11972,1043,Grocery,2,44.59,0
316,5970,1047,Beverages,1,213.08,0
317,7822,1051,Snacks,1,151.99,0
318,9562,1024,Dairy,4,37.13,1
319,17271,1059,Dairy,1,396.84,0
320,542,1086,Beverages,1,493.81,1
321,16114,1048,Beverages,3,329.2,0
322,9419,1065,Personal Care,3,267.17,0
323,6312,1069,Beverages,4,240.26,0
324,4240,1022,Personal Care,2,361.65,0
325,14277,1070,Grocery,4,166.37,0
326,17172,1024,Beverages,1,84.38,0
327,16979,1019,Dairy,3,491.75,0
328,17956,1046,Beverages,3,340.3,0
329,17693,1094,Personal Care,3,499.34,0
330,4824,1093,Grocery,1,236.74,0
331,43,1040,Personal Care,2,475.98,0
332,14967,1002,Snacks,2,71.36,0
333,17808,1070,Snacks,4,239.24,0
334,14179,1057,Beverages,3,294.69,0
335,1563,1020,Personal Care,4,236.67,0
336,18835,1027,Beverages,2,488.33,0
337,6991,1056,Dairy,3,460.49,0
338,7491,1030,Snacks,2,216.26,1
339,9860,1018,Snacks,3,195.38,0
340,6996,1087,Personal Care,1,348.53,0
341,8150,1047,Beverages,3,162.16,0
342,8685,1059,Snacks,4,105.02,0
343,449,1032,Beverages,2,418.78,0
344,18956,1058,Grocery,2,170.66,0
345,18173,1086,Beverages,1,78.53,0
346,15658,1099,Snacks,4,363.05,0
347,5901,1054,Grocery,2,241.46,0
348,19953,1091,Dairy,1,483.95,0
349,8263,1024,Grocery,1,134.94,1
350,13205,1071,Beverages,4,424.29,0
351,14260,1025,Personal Care,1,351.0,0
352,13640,1014,Grocery,1,492.42,0
353,11875,1006,Beverages,2,444.63,0
354,5588,1032,Grocery,3,336.66,0
355,7687,1032,Dairy,4,376.35,0
356,5078,1045,Beverages,3,375.22,0
357,2239,1020,Personal Care,3,462.64,0
358,12457,1017,Personal Care,2,363.08,0
359,814,1022,Personal Care,2,215.7,0
360,15952,1004,Grocery,2,195.57,0
361,13023,1003,Snacks,4,397.17,0
362,1362,1081,Dairy,4,314.26,0
363,17475,1035,Grocery,2,368.47,0
364,16605,1009,Beverages,3,399.03,0
365,8256,1046,Beverages,1,371.94,0
366,16226,1070,Beverages,2,87.97,0
367,9352,1031,Personal Care,1,427.6,1
368,17354,1055,Dairy,1,152.28,0
369,5557,1037,Grocery,2,339.59,0
370,14828,1047,Dairy,4,275.05,0
371,9762,1070,Beverages,1,282.31,0
372,19129,1037,Personal Care,2,276.27,0
373,6149,1020,Grocery,2,203.77,0
374,799,1076,Dairy,3,417.09,0
375,7115,1082,Dairy,3,339.5,0
376,4226,1055,Beverages,1,235.37,0
377,10948,1008,Dairy,4,49.71,0
378,3688,1019,Grocery,3,163.55,0
379,7717,1007,Dairy,1,328.59,0
380,19392,1069,Grocery,2,69.94,0
381,2541,1091,Dairy,1,365.55,0
382,8567,1072,Beverages,4,403.59,0
383,13452,1069,Grocery,1,354.0,0
384,14902,1086,Grocery,3,211.9,0
385,15341,1065,Grocery,1,59.03,0
386,5018,1088,Beverages,4,80.86,0
387,7704,1005,Snacks,4,358.48,0
388,17431,1065,Beverages,4,119.67,0
389,14965,1020,Dairy,1,439.71,0
390,1135,1086,Personal Care,3,82.24,0
391,15688,1052,Grocery,4,350.25,0
392,2567,1028,Personal Care,4,134.85,0
393,8572,1082,Grocery,2,286.73,0
394,8173,1001,Personal Care,3,239.27,0
395,7882,1055,Dairy,3,246.44,0
396,15661,1083,Beverages,4,477.27,0
397,5344,1032,Dairy,1,44.22,0
398,9100,1097,Snacks,2,167.38,0
399,3166,1003,Personal Care,1,396.59,0
400,13853,1090,Beverages,2,152.27,0
401,15302,1034,Snacks,4,142.96,0
402,13625,1048,Grocery,1,110.92,0
403,2836,1042,Dairy,4,248.38,0
404,3948,1040,Dairy,1,282.55,0
405,3356,1018,Personal Care,1,224.66,0
406,2663,1056,Snacks,1,485.69,0
407,15395,1079,Beverages,4,148.27,0
408,13571,1022,Dairy,4,450.33,0
409,18137,1003,Grocery,4,339.72,0
410,12356,1083,Dairy,1,113.46,0
411,7574,1039,Snacks,1,434.36,0
412,18707,1048,Grocery,1,60.71,0
413,16521,1062,Dairy,2,386.05,0
414,12924,1012,Dairy,2,78.63,0
415,8664,1047,Personal Care,1,78.9,0
416,3594,1044,Personal Care,4,220.54,0
417,14281,1097,Snacks,3,209.84,0
418,16983,1095,Personal Care,2,79.45,0
419,1655,1005,Beverages,4,272.36,0
420,17619,1074,Personal Care,1,141.22,0
421,9012,1064,Personal Care,2,112.37,0
422,3250,1084,Personal Care,4,32.93,0
423,8748,1098,Snacks,1,467.96,0
424,966,1061,Personal Care,2,138.18,0
425,5835,1018,Personal Care,1,157.19,0
426,13511,1031,Dairy,1,232.42,0
427,17789,1028,Dairy,1,108.07,0
428,435,1019,Dairy,1,488.78,0
429,4689,1088,Beverages,1,41.11,0
430,10709,1096,Beverages,1,98.74,0
431,5876,1037,Grocery,3,348.82,0
432,16477,1045,Snacks,2,427.19,0
433,9968,1042,Beverages,4,306.54,0
434,8305,1012,Snacks,3,179.8,0
435,19619,1099,Personal Care,3,244.6,0
436,13935,1094,Beverages,1,216.54,0
437,3898,1038,Snacks,3,322.18,0
438,19423,1069,Beverages,3,372.41,0
439,17318,1019,Personal Care,3,455.49,0
440,8877,1036,Snacks,1,498.21,0
441,11019,1046,Beverages,4,199.12,0
442,12812,1027,Snacks,2,35.77,0
443,4487,1048,Grocery,2,245.3,0
444,2425,1010,Personal Care,4,164.4,0
445,2007,1090,Grocery,4,449.51,0
446,15238,1048,Personal Care,4,177.66,0
447,13346,1071,Snacks,4,260.05,0
448,7198,1068,Dairy,1,402.25,0
449,5591,1087,Snacks,3,434.8,0
450,19465,1032,Beverages,1,171.24,0
451,7623,1003,Grocery,1,112.22,0
452,2532,1048,Beverages,1,140.33,0
453,7868,1032,Dairy,3,231.93,0
454,1651,1039,Dairy,1,65.66,0
455,8294,1014,Beverages,4,163.32,0
456,15565,1042,Beverages,4,93.08,0
457,17789,1075,Personal Care,2,167.12,0
458,5638,1063,Personal Care,3,365.84,0
459,3493,1042,Grocery,3,142.22,0
460,1109,1053,Snacks,1,298.57,0
461,10582,1068,Dairy,1,408.01,0
462,4259,1090,Personal Care,4,208.17,1
463,4447,1048,Snacks,4,413.47,1
464,12870,1021,Grocery,4,292.14,0
465,9945,1035,Dairy,1,116.8,0
466,6514,1086,Grocery,2,139.03,0
467,365,1004,Snacks,2,223.76,0
468,12431,1005,Snacks,2,75.26,0
469,13431,1054,Personal Care,2,348.14,0
470,15554,1065,Dairy,4,67.14,0
471,15505,1048,Grocery,4,157.82,0
472,4324,1001,Grocery,3,58.7,0
473,1885,1095,Personal Care,3,239.65,0
474,3885,1081,Beverages,4,395.99,0
475,1526,1009,Grocery,3,201.53,0
476,8679,1013,Personal Care,3,233.54,0
477,2990,1003,Snacks,2,176.33,0
478,10664,1045,Snacks,2,107.01,0
479,15988,1094,Beverages,2,225.62,0
480,17903,1027,Beverages,3,333.74,0
481,3811,1058,Dairy,4,50.87,0
482,12643,1086,Dairy,2,305.67,0
483,11881,1048,Beverages,1,484.07,0
484,141,1066,Snacks,3,227.74,0
485,5621,1022,Dairy,3,149.2,0
486,7600,1056,Grocery,2,383.17,0
487,13850,1002,Beverages,1,146.5,0
488,14436,1072,Grocery,1,399.89,0
489,14039,1011,Beverages,4,288.58,0
490,7418,1072,Beverages,3,251.58,0
491,17397,1063,Beverages,1,320.56,0
492,13094,1066,Dairy,3,169.08,0
493,13109,1088,Grocery,2,185.66,0
494,16435,1083,Snacks,2,95.49,0
495,6950,1049,Snacks,2,445.54,0
496,6786,1090,Grocery,4,451.79,0
497,11174,1055,Personal Care,4,175.27,0
498,8965,1080,Beverages,4,307.91,0
499,16586,1099,Snacks,1,464.19,0
500,10891,1038,Beverages,2,460.61,0
501,4106,1037,Dairy,2,288.44,0
502,6030,1047,Dairy,2,93.06,1
503,17018,1004,Personal Care,3,221.38,0
504,2681,1099,Snacks,1,420.39,0
505,12866,1042,Personal Care,4,197.57,0
506,19301,1049,Snacks,4,483.41,0
507,13866,1068,Dairy,4,241.7,0
508,19974,1079,Beverages,2,139.08,0
509,4080,1098,Dairy,3,72.72,0
510,9524,1097,Personal Care,4,407.46,0
511,1007,1095,Dairy,4,264.28,0
512,14659,1017,Beverages,3,79.67,0
513,3499,1029,Personal Care,3,246.1,0
514,897,1047,Beverages,3,35.14,0
515,8968,1027,Beverages,4,88.72,0
516,14854,1049,Beverages,1,279.26,0
517,18754,1059,Beverages,4,84.29,0
518,13284,1025,Dairy,2,251.79,0
519,1183,1066,Dairy,2,343.89,0
520,10540,1027,Grocery,1,219.82,1
521,10471,1075,Snacks,4,427.94,0
522,1957,1051,Beverages,2,123.21,0
523,3153,1016,Snacks,3,458.9,0
524,2433,1065,Snacks,3,382.85,0
525,19592,1063,Grocery,1,338.54,0
526,3242,1059,Personal Care,1,188.22,0
527,7864,1087,Dairy,1,178.31,0
528,14886,1039,Snacks,2,493.01,1
529,15436,1036,Grocery,4,191.92,0
530,17068,1056,Beverages,1,209.92,1
531,18080,1040,Beverages,3,218.14,0
532,7504,1012,Dairy,2,161.83,0
533,15797,1008,Personal Care,4,364.54,1
534,8054,1002,Beverages,3,318.6,0
535,3803,1024,Snacks,2,245.93,0
536,8993,1086,Dairy,3,424.45,1
537,12795,1067,Snacks,2,146.2,0
538,840,1074,Snacks,4,50.03,1
539,8215,1084,Grocery,2,481.0,0
540,7843,1040,Dairy,3,306.51,0
541,15799,1011,Grocery,4,219.26,0
542,15298,1081,Grocery,2,141.69,1
543,2526,1096,Beverages,4,321.22,0
544,17698,1003,Snacks,4,209.82,0
545,14362,1015,Dairy,3,489.9,1
546,478,1043,Dairy,3,90.12,0
547,16871,1051,Snacks,4,313.29,0
548,10417,1072,Snacks,3,147.91,0
549,16109,1048,Beverages,4,274.29,0
550,14174,1067,Snacks,3,32.06,1
551,7625,1065,Grocery,2,270.36,0
552,11318,1097,Beverages,4,491.79,0
553,12830,1097,Dairy,4,365.37,0
554,19856,1041,Snacks,3,426.16,0
555,8426,1009,Dairy,3,35.61,0
556,8833,1030,Grocery,4,425.39,0
557,14283,1052,Grocery,4,482.87,0
558,18036,1071,Grocery,1,234.07,0
559,9421,1020,Beverages,3,63.49,0
560,13076,1066,Dairy,3,393.03,0
561,10535,1080,Personal Care,4,74.2,0
562,9852,1097,Personal Care,1,110.68,0
563,2020,1084,Beverages,3,203.66,0
564,5873,1001,Personal Care,1,47.72,0
565,7224,1007,Snacks,4,244.44,0
566,17860,1064,Personal Care,2,408.75,0
567,70,1047,Dairy,2,37.61,1
568,5576,1052,Personal Care,3,205.05,0
569,3652,1056,Dairy,2,49.6,0
570,16024,1051,Grocery,4,69.88,0
571,4292,1092,Grocery,3,302.04,0
572,15118,1084,Personal Care,4,252.17,0
573,4183,1096,Grocery,3,115.48,1
574,11642,1006,Personal Care,4,223.39,0
575,13027,1031,Dairy,2,480.28,0
576,17620,1068,Beverages,2,144.57,0
577,11632,1065,Dairy,4,315.22,0
578,7008,1012,Beverages,2,97.37,0
579,19406,1042,Beverages,3,92.58,1
580,14544,1028,Snacks,4,302.89,0
581,4310,1078,Personal Care,2,457.35,0
582,1263,1052,Snacks,2,393.0,0
583,18432,1022,Snacks,3,316.12,0
584,5961,1021,Beverages,2,127.14,0
585,17667,1026,Grocery,1,401.5,0
586,5463,1042,Dairy,1,123.0,0
587,6498,1082,Dairy,2,138.26,0
588,6293,1013,Dairy,1,478.79,0
589,11057,1077,Personal Care,2,489.99,0
590,16939,1089,Personal Care,2,227.53,0
591,19632,1097,Personal Care,4,277.95,0
592,18812,1062,Dairy,4,319.19,0
593,8102,1049,Dairy,3,152.43,0
594,260,1054,Beverages,2,107.36,0
595,1515,1016,Grocery,1,460.4,0
596,14942,1080,Grocery,4,480.73,0
597,8036,1067,Personal Care,2,308.81,1
598,16613,1075,Snacks,2,203.34,0
599,6005,1093,Grocery,2,157.28,0
600,2171,1086,Snacks,4,270.03,0
601,4995,1053,Snacks,1,243.63,0
602,13231,1039,Personal Care,2,324.21,0
603,8298,1032,Grocery,1,406.61,0
604,12602,1040,Personal Care,2,192.31,0
605,4885,1026,Grocery,2,437.07,0
606,12834,1067,Personal Care,3,240.95,1
607,11192,1086,Personal Care,2,436.26,1
608,14628,1088,Personal Care,2,232.98,0
609,8387,1061,Personal Care,4,191.69,1
610,11954,1002,Dairy,3,113.04,0
611,17296,1089,Grocery,4,474.64,1
612,3942,1083,Grocery,2,391.91,0
613,18895,1017,Beverages,1,97.73,0
614,12583,1098,Grocery,2,417.55,0
615,5988,1081,Beverages,1,234.35,1
616,15741,1081,Dairy,2,461.02,0
617,18301,1095,Snacks,2,44.65,0
618,6699,1016,Beverages,2,167.05,1
619,4089,1013,Personal Care,3,213.64,0
620,16397,1013,Personal Care,1,158.15,0
621,17620,1069,Dairy,1,55.26,0
622,153,1041,Dairy,2,39.16,0
623,4972,1026,Personal Care,4,414.15,0
624,4589,1039,Grocery,1,372.79,0
625,6619,1075,Grocery,4,95.56,0
626,16419,1078,Personal Care,1,361.89,0
627,16108,1061,Beverages,4,103.74,0
628,7609,1074,Grocery,2,214.55,0
629,12015,1010,Beverages,3,227.72,0
630,1050,1015,Personal Care,4,226.42,0
631,4186,1046,Personal Care,2,268.65,0
632,2563,1088,Snacks,2,111.14,0
633,17572,1040,Beverages,4,390.79,1
634,855,1012,Grocery,3,55.28,0
635,2037,1057,Grocery,2,138.04,1
636,2382,1070,Beverages,1,164.15,0
637,10393,1063,Personal Care,2,135.0,1
638,3446,1091,Grocery,4,130.66,0
639,4623,1065,Personal Care,2,384.25,0
640,790,1065,Snacks,2,441.07,0
641,7452,1079,Personal Care,4,484.73,0
642,19013,1098,Beverages,4,467.61,1
643,7497,1085,Grocery,2,113.43,0
644,3627,1005,Grocery,3,307.27,0
645,8422,1053,Grocery,4,260.95,0
646,8193,1073,Beverages,3,499.2,0
647,16470,1023,Snacks,3,211.15,0
648,58,1025,Dairy,4,416.5,0
649,19952,1072,Personal Care,2,53.31,0
650,4532,1043,Grocery,4,158.02,0
651,7932,1094,Snacks,4,361.47,0
652,14370,1095,Dairy,1,153.99,0
653,3257,1042,Snacks,3,317.42,0
654,15817,1006,Personal Care,4,386.52,0
655,13257,1048,Dairy,2,141.82,0
656,4615,1051,Dairy,4,219.75,0
657,12090,1069,Personal Care,1,130.29,0
658,17898,1049,Beverages,3,293.0,0
659,16702,1032,Dairy,3,141.91,0
