order_id,user_id,order_date,order_time,order_value,delivery_time_minutes,delivery_status,payment_method,discount_applied,order_rating,is_returned
36,4020,2024-06-21,0 days 20:16:28,192.02,22,Delivered,Wallet,100,4,0
37,2240,2024-05-21,0 days 00:36:09,283.65,16,Delivered,Wallet,150,4,0
38,4817,2024-11-23,0 days 13:00:54,581.44,14,Delayed,UPI,50,1,0
39,2860,2024-06-15,0 days 09:19:50,733.21,44,Delivered,Wallet,50,1,0
40,2394,2024-05-21,0 days 07:26:27,453.75,10,Delivered,COD,100,5,0
41,4569,2024-05-13,0 days 21:24:22,826.91,31,Delivered,COD,0,5,0
42,2051,2024-12-01,0 days 00:35:39,547.87,28,Delivered,COD,50,5,0
43,3122,2024-12-30,0 days 07:53:45,65.81,37,Delivered,Wallet,0,4,0
44,925,2024-11-29,0 days 11:27:53,623.38,25,Delivered,Wallet,0,5,0
45,4972,2024-06-01,0 days 18:56:25,96.41,23,Delivered,UPI,0,5,0
46,3576,2024-04-06,0 days 15:04:01,703.05,24,Delayed,COD,50,5,0
47,3283,2024-03-17,0 days 11:03:41,658.91,34,Delivered,COD,150,2,0
48,3752,2024-09-21,0 days 00:24:49,414.8,17,Delivered,Card,0,5,0
49,3355,2025-01-26,0 days 12:06:08,335.74,27,Delivered,UPI,100,4,0
50,4475,2024-05-03,0 days 18:05:09,315.91,28,Delivered,Wallet,100,4,0
51,3398,2024-01-30,0 days 09:48:20,576.56,22,Delivered,Wallet,50,2,0
52,3769,2024-11-03,0 days 04:43:59,218.53,18,Delivered,Wallet,0,4,0
53,4221,2024-07-25,0 days 19:14:14,234.39,17,Delivered,Wallet,150,3,0
54,2982,2024-12-04,0 days 23:51:42,338.33,21,Delayed,UPI,150,5,0
55,4576,2024-06-12,0 days 14:23:46,163.73,16,Delivered,Wallet,0,4,0
56,3473,2024-12-14,0 days 20:16:20,316.38,37,Delivered,UPI,0,4,0
57,2618,2024-03-12,0 days 19:55:45,771.33,22,Delivered,Wallet,150,4,0
58,3500,2025-01-04,0 days 20:23:22,120.34,24,Delivered,Wallet,0,4,0
59,3593,2024-01-14,0 days 10:13:03,25.35,39,Delivered,Card,100,4,0
60,432,2024-12-01,0 days 06:12:40,160.34,40,Delivered,Card,150,3,0
61,1113,2024-09-11,0 days 13:42:32,563.07,23,Delivered,Wallet,50,3,0
62,4697,2024-05-31,0 days 01:50:11,406.15,26,Delivered,UPI,0,4,0
63,4952,2024-05-12,0 days 08:05:05,92.46,9,Delayed,UPI,0,4,0
64,2054,2024-08-02,0 days 20:31:05,479.97,11,Delivered,COD,50,3,0
65,4254,2024-07-26,0 days 12:13:43,417.16,12,Delivered,UPI,0,4,0
66,4319,2024-07-17,0 days 09:30:43,747.8,15,Delivered,UPI,150,5,0
67,2450,2025-01-12,0 days 08:17:33,552.08,31,Delivered,Wallet,0,3,0
68,545,2024-01-19,0 days 12:19:33,702.93,38,Delivered,Wallet,150,3,0
69,3159,2024-10-25,0 days 23:50:24,143.84,28,Delivered,Wallet,0,2,0
70,2629,2024-12-28,0 days 21:59:23,96.93,21,Delivered,Card,0,2,0
71,3452,2024-10-19,0 days 08:00:07,204.15,14,Delivered,COD,0,2,0
72,538,2024-04-07,0 days 00:07:28,210.78,10,Delivered,UPI,0,4,0
73,1437,2024-06-24,0 days 00:01:08,281.47,33,Delivered,Wallet,0,4,0
74,2816,2025-01-06,0 days 01:21:48,116.63,35,Delivered,Wallet,0,3,0
75,3766,2024-12-31,0 days 02:02:49,176.92,26,Delivered,COD,0,2,0
76,3063,2024-04-23,0 days 09:35:08,1084.1,20,Delivered,Wallet,100,5,0
77,260,2024-12-17,0 days 07:23:15,397.91,8,Delivered,COD,0,3,0
78,4922,2024-09-30,0 days 10:11:00,353.25,16,Cancelled,COD,100,5,0
79,4412,2024-11-22,0 days 22:09:48,475.54,28,Delivered,Wallet,50,5,0
80,4842,2024-08-31,0 days 12:37:12,109.59,8,Delayed,COD,0,3,0
81,719,2024-12-09,0 days 16:20:58,78.38,15,Delivered,UPI,100,5,0
82,2728,2024-07-02,0 days 13:57:08,345.72,29,Delivered,Wallet,50,4,0
83,2902,2024-09-16,0 days 13:39:20,66.4,33,Delivered,UPI,50,1,0
84,461,2024-06-02,0 days 08:37:30,141.02,35,Delivered,UPI,0,4,0
85,2855,2024-03-28,0 days 03:35:21,35.29,24,Delivered,Wallet,0,3,0
86,4068,2024-12-02,0 days 17:07:18,646.92,28,Delivered,UPI,50,2,0
87,1703,2024-10-12,0 days 20:42:36,414.55,35,Delivered,Wallet,0,2,0
88,3248,2024-04-02,0 days 13:28:27,202.34,25,Delivered,UPI,50,5,0
89,2978,2024-05-30,0 days 08:13:09,1264.86,40,Delivered,COD,0,4,0
90,1815,2024-02-19,0 days 09:40:45,693.69,36,Delivered,Wallet,0,5,0
91,3481,2024-08-29,0 days 22:55:15,377.85,38,Delivered,COD,100,3,0
92,1742,2024-03-06,0 days 07:34:38,803.6,19,Delivered,Wallet,100,1,0
93,4072,2025-01-14,0 days 06:29:08,299.77,26,Delivered,Wallet,0,5,0
94,30,2024-05-12,0 days 09:06:30,401.47,40,Delivered,UPI,0,5,0
95,3494,2025-01-06,0 days 16:01:09,363.13,37,Delivered,Card,150,3,0
96,982,2024-10-13,0 days 01:22:52,263.35,13,Delivered,UPI,0,1,0
97,231,2025-01-25,0 days 04:26:55,276.75,27,Delivered,UPI,0,4,0
98,2777,2024-04-03,0 days 17:58:24,1249.3,40,Delivered,Card,0,5,0
99,1252,2024-12-14,0 days 22:22:36,492.51,36,Delayed,COD,0,5,0
100,4495,2024-06-20,0 days 18:16:38,845.38,42,Delivered,UPI,50,2,0
101,4191,2024-12-01,0 days 12:21:00,126.58,33,Delivered,Wallet,0,5,0
102,1964,2024-02-15,0 days 04:12:22,242.41,30,Delivered,Card,150,4,0
103,4571,2024-04-23,0 days 17:27:03,121.51,44,Delivered,Wallet,0,5,0
104,3167,2024-06-30,0 days 09:32:33,690.25,34,Delivered,COD,0,5,0
105,1779,2024-04-24,0 days 13:46:24,742.68,30,Delivered,Wallet,50,5,0
106,4871,2025-01-16,0 days 11:31:59,473.86,37,Delivered,Wallet,50,5,0
107,1148,2024-06-06,0 days 16:38:19,1570.28,25,Delayed,Card,50,5,0
108,2848,2024-08-03,0 days 03:25:36,728.56,37,Delivered,COD,0,5,0
109,3851,2024-06-18,0 days 16:24:06,366.1,26,Delivered,Card,50,5,0
110,2992,2024-07-09,0 days 05:14:32,349.4,8,Delivered,COD,50,5,0
111,3071,2024-05-13,0 days 12:40:49,489.06,11,Delivered,UPI,0,2,0
112,621,2024-10-26,0 days 15:14:06,758.01,24,Delivered,Card,0,5,0
113,964,2024-05-30,0 days 12:34:43,520.93,44,Delivered,Card,0,4,0
114,2861,2024-08-25,0 days 04:36:37,232.53,13,Cancelled,UPI,0,4,0
115,2143,2024-03-01,0 days 20:56:33,230.89,38,Delivered,Card,50,5,0
116,1501,2024-08-28,0 days 15:36:15,435.64,29,Cancelled,Wallet,100,3,0
117,3190,2024-01-28,0 days 13:24:41,206.87,28,Delivered,UPI,0,2,0
118,1327,2024-11-20,0 days 19:10:14,906.2,29,Delivered,Wallet,0,5,0
119,122,2024-10-25,0 days 22:43:04,440.27,42,Delivered,Card,0,4,0
120,4314,2024-10-24,0 days 09:52:45,98.76,36,Delivered,Card,0,4,0
121,1077,2024-11-13,0 days 16:13:05,329.04,31,Delivered,Card,0,2,0
122,3198,2024-02-06,0 days 09:45:59,366.73,24,Delivered,COD,0,5,0
123,1183,2024-08-29,0 days 06:02:29,741.32,43,Delivered,Card,100,2,0
124,795,2024-04-09,0 days 21:51:25,336.62,30,Delivered,UPI,0,2,0
125,1625,2024-09-13,0 days 02:00:16,1389.13,17,Delivered,COD,100,5,0
126,4272,2024-03-02,0 days 07:35:01,549.93,36,Delivered,Wallet,100,4,0
127,292,2024-12-14,0 days 15:32:55,96.72,44,Delivered,Card,0,5,0
128,491,2024-07-14,0 days 12:52:12,269.65,34,Delivered,Card,50,5,0
129,2809,2024-09-28,0 days 00:14:07,220.37,27,Delayed,UPI,50,2,0
130,3429,2024-06-01,0 days 06:04:46,368.19,19,Delivered,COD,100,5,0
131,634,2024-07-30,0 days 01:17:51,1128.99,13,Delivered,Card,0,5,0
132,3500,2024-01-28,0 days 11:31:44,174.96,33,Delivered,Card,50,5,0
133,2173,2024-03-18,0 days 01:09:13,58.33,31,Delivered,COD,0,5,0
134,3387,2024-03-11,0 days 14:14:23,286.47,9,Delivered,UPI,150,4,0
135,3908,2024-04-12,0 days 17:18:58,206.85,11,Delivered,COD,100,5,0
136,4700,2024-06-24,0 days 16:30:52,476.26,37,Delivered,UPI,50,5,0
137,3469,2024-07-28,0 days 20:35:07,34.73,9,Delivered,Card,100,4,0
138,491,2024-10-18,0 days 12:47:13,797.57,39,Delivered,COD,50,1,0
139,4661,2024-08-22,0 days 08:27:36,433.29,13,Cancelled,Wallet,0,4,0
140,4264,2024-03-14,0 days 02:35:53,437.44,8,Delivered,COD,50,5,0
141,759,2024-06-10,0 days 18:13:21,352.26,30,Delivered,Wallet,0,3,0
142,1198,2025-01-01,0 days 15:07:30,81.0,36,Delivered,Wallet,0,5,0
143,3444,2024-04-02,0 days 03:58:21,363.66,15,Delayed,COD,150,5,0
144,1905,2024-02-11,0 days 22:58:37,226.06,31,Delivered,Wallet,0,5,0
145,1651,2024-09-06,0 days 02:46:48,52.82,20,Cancelled,Wallet,50,5,0
146,4276,2024-06-19,0 days 01:28:10,194.69,19,Delivered,Wallet,0,4,0
147,3192,2024-11-19,0 days 08:44:34,659.26,12,Delivered,Wallet,0,4,0
148,28,2024-03-31,0 days 18:22:47,603.23,26,Delivered,Card,50,3,0
149,2751,2024-06-09,0 days 16:18:31,566.77,25,Delayed,Card,0,4,0
150,2705,2024-11-20,0 days 07:52:31,499.35,22,Delivered,Wallet,0,5,0
151,2880,2024-01-30,0 days 10:00:26,497.54,19,Delivered,UPI,0,4,0
152,4358,2024-01-03,0 days 15:59:30,687.23,18,Delivered,Card,150,5,0
153,3726,2024-08-19,0 days 20:31:59,248.5,12,Delivered,Wallet,50,5,0
154,2674,2024-05-20,0 days 09:52:47,550.97,26,Delivered,Wallet,50,2,0
155,2833,2024-04-17,0 days 00:19:09,600.77,9,Delivered,UPI,0,5,0
156,3110,2025-01-24,0 days 05:23:07,912.59,43,Delivered,Wallet,0,3,0
157,4293,2025-01-31,0 days 10:05:13,749.6,16,Delivered,COD,0,5,0
158,3597,2024-03-27,0 days 00:00:19,920.66,15,Delivered,COD,0,5,0
159,3696,2024-10-22,0 days 07:51:16,459.75,38,Delayed,COD,50,3,0
160,1461,2025-01-26,0 days 16:35:50,894.75,37,Delivered,Card,0,3,0
161,2922,2024-03-22,0 days 18:28:55,294.1,21,Delivered,Wallet,0,4,0
162,1434,2024-09-07,0 days 18:54:30,95.5,30,Delivered,Wallet,100,5,0
163,4429,2025-01-25,0 days 01:13:45,673.02,14,Delivered,Wallet,50,4,0
164,3537,2024-02-15,0 days 23:13:30,325.3,28,Delivered,COD,50,5,0
165,1182,2024-03-07,0 days 19:57:44,218.64,15,Delivered,Wallet,0,4,0
166,3406,2024-11-10,0 days 20:34:22,644.48,11,Delivered,Wallet,0,2,0
167,4175,2024-08-10,0 days 18:54:49,394.92,15,Delivered,Card,100,3,0
168,3915,2024-11-20,0 days 23:27:10,183.68,18,Delivered,Wallet,0,2,0
169,4293,2024-08-07,0 days 11:05:06,194.97,31,Delivered,UPI,0,2,0
170,3192,2024-07-25,0 days 02:50:42,295.61,16,Delivered,UPI,0,5,0
171,1784,2024-08-07,0 days 03:57:55,500.5,24,Delivered,Wallet,0,3,0
172,3723,2024-09-01,0 days 16:32:46,243.26,25,Delivered,Card,50,5,0
173,4322,2024-07-15,0 days 20:54:44,273.41,28,Delayed,Wallet,150,3,0
174,2643,2024-01-03,0 days 11:05:11,672.87,38,Delivered,COD,50,2,0
175,3712,2024-01-20,0 days 12:01:45,479.43,16,Delayed,UPI,150,5,1
176,2961,2024-09-30,0 days 02:52:37,111.27,41,Delivered,COD,50,5,0
177,4831,2024-04-12,0 days 07:02:44,195.4,24,Delivered,UPI,50,5,0
178,1580,2025-01-09,0 days 13:49:53,213.32,28,Delivered,COD,50,3,0
179,1620,2024-07-10,0 days 15:40:54,290.52,30,Delivered,Card,50,5,0
180,2967,2024-01-08,0 days 20:15:06,416.34,43,Delayed,Wallet,50,4,0
181,4316,2024-06-13,0 days 23:37:06,448.24,41,Delivered,Card,50,3,0
182,2341,2025-01-22,0 days 05:55:02,348.74,17,Delivered,COD,100,3,0
183,1228,2024-09-28,0 days 02:54:56,639.21,37,Delivered,Wallet,0,5,0
184,1729,2024-04-07,0 days 13:28:28,257.0,43,Delivered,UPI,50,2,0
185,3586,2024-01-10,0 days 11:59:49,302.65,39,Delivered,UPI,50,5,0
186,202,2024-12-12,0 days 01:11:43,214.01,34,Delivered,Card,100,4,0
187,3161,2024-01-03,0 days 11:37:18,631.3,8,Delivered,UPI,100,5,0
188,3274,2024-11-16,0 days 11:15:10,140.17,24,Delivered,COD,100,5,0
189,1714,2025-01-10,0 days 13:29:26,266.79,16,Delivered,Card,50,5,0
190,753,2024-05-07,0 days 14:19:01,779.23,25,Delivered,COD,50,5,0
191,115,2024-04-25,0 days 09:33:00,319.12,29,Delayed,Card,150,5,0
192,3981,2024-12-21,0 days 17:10:17,29.06,37,Delivered,COD,50,5,0
193,2819,2024-06-25,0 days 00:57:44,125.8,18,Delivered,Card,100,5,0
194,469,2024-06-08,0 days 06:29:24,555.28,22,Delivered,UPI,0,4,0
195,426,2024-03-07,0 days 02:36:06,534.49,43,Delivered,COD,0,2,0
196,1576,2024-02-22,0 days 15:14:51,1124.67,19,Delivered,Wallet,50,5,0
197,1866,2024-07-15,0 days 06:00:10,91.31,33,Delivered,Card,50,5,0
198,834,2024-09-14,0 days 15:06:50,773.14,13,Delivered,Card,50,4,0
199,4107,2024-10-28,0 days 13:43:51,897.74,42,Delivered,COD,50,2,0
200,3704,2024-06-05,0 days 01:43:35,233.95,9,Delivered,Card,0,5,0
201,1409,2024-03-26,0 days 07:32:08,228.56,30,Delayed,Card,0,5,0
202,3482,2024-02-03,0 days 04:14:45,395.69,11,Delivered,Card,50,5,0
203,2171,2024-01-24,0 days 02:07:48,647.52,10,Delivered,Card,50,5,0
204,604,2024-06-01,0 days 10:51:10,96.62,16,Delivered,UPI,0,5,0
205,213,2024-05-28,0 days 10:33:57,514.24,26,Delivered,Card,150,4,0
206,3902,2024-08-21,0 days 23:53:49,89.68,9,Delivered,COD,0,5,0
207,3739,2025-01-07,0 days 09:40:20,593.25,26,Delivered,Card,50,1,0
208,2755,2024-09-23,0 days 19:03:22,295.04,8,Delayed,COD,50,5,0
209,4636,2024-11-01,0 days 03:18:22,116.34,14,Delivered,Card,100,2,0
210,4802,2024-09-25,0 days 18:00:49,281.73,17,Delivered,Card,0,1,0
211,1759,2024-06-21,0 days 17:41:38,65.29,12,Cancelled,UPI,0,5,0
212,4594,2024-08-10,0 days 17:43:34,187.55,14,Delivered,Wallet,0,3,0
213,3069,2024-12-17,0 days 20:43:05,427.93,17,Delayed,Card,50,5,1
214,782,2024-03-09,0 days 03:19:52,1030.87,31,Delayed,Card,100,4,0
215,4222,2024-06-24,0 days 21:44:49,266.19,13,Delivered,UPI,50,3,0
216,3431,2024-09-07,0 days 11:15:40,449.33,14,Delivered,Card,50,3,0
217,1527,2024-07-02,0 days 22:06:37,465.54,37,Delivered,UPI,150,5,0
218,841,2025-01-19,0 days 17:16:25,168.55,34,Delivered,UPI,100,4,0
219,1342,2024-04-06,0 days 04:01:52,410.71,40,Delivered,UPI,50,5,0
220,4108,2024-03-25,0 days 10:44:14,21.07,10,Delayed,UPI,100,5,0
221,1501,2024-07-25,0 days 07:20:32,34.56,11,Delivered,COD,0,5,0
222,516,2024-01-10,0 days 03:26:59,186.84,44,Cancelled,Card,150,4,0
223,3463,2024-04-26,0 days 11:35:36,105.91,12,Delivered,Wallet,150,5,1
224,3080,2024-04-24,0 days 22:33:07,493.9,38,Delivered,Card,50,5,0
225,1148,2025-01-07,0 days 07:52:18,549.87,29,Delivered,Card,150,5,0
226,3444,2024-03-08,0 days 06:38:49,50.96,15,Delivered,Card,0,4,0
227,3257,2024-04-18,0 days 16:36:47,232.33,39,Delivered,UPI,0,5,0
228,2595,2025-01-10,0 days 21:42:47,112.18,23,Delayed,COD,100,1,0
229,3657,2024-01-12,0 days 14:36:40,891.09,21,Delayed,Wallet,100,5,0
230,1549,2024-10-28,0 days 11:08:01,204.57,43,Delivered,Card,0,3,0
231,2087,2024-09-15,0 days 14:35:19,183.61,13,Delivered,COD,150,5,0
232,3156,2024-03-27,0 days 13:48:49,152.17,22,Delivered,UPI,100,4,0
233,2351,2024-03-04,0 days 10:38:04,214.49,18,Delivered,Wallet,150,4,0
234,979,2024-07-06,0 days 14:21:14,1045.78,33,Delivered,COD,0,3,1
235,2306,2024-12-30,0 days 17:12:44,112.88,28,Delivered,Card,100,5,0
236,3884,2024-11-29,0 days 10:41:01,109.02,24,Cancelled,Wallet,50,3,0
237,3048,2024-01-20,0 days 22:09:31,49.93,34,Delivered,Card,150,5,0
238,2590,2024-07-11,0 days 18:13:01,993.25,38,Delivered,Card,0,5,0
239,2007,2024-11-23,0 days 02:48:46,165.34,21,Delivered,UPI,150,5,0
240,2600,2024-05-10,0 days 10:41:32,212.65,40,Delivered,Wallet,50,5,0
241,2509,2025-01-29,0 days 06:05:31,407.15,9,Delivered,UPI,150,3,0
242,4320,2024-09-30,0 days 19:07:10,30.91,30,Delivered,COD,0,4,0
243,2140,2024-11-15,0 days 16:30:14,311.88,44,Delivered,COD,100,4,0
244,280,2024-01-25,0 days 16:06:09,264.05,33,Delayed,COD,50,5,0
245,1194,2024-10-31,0 days 05:32:18,467.19,9,Delivered,COD,150,3,0
246,1758,2024-01-25,0 days 16:56:33,277.56,43,Delayed,UPI,0,4,0
247,2046,2024-12-04,0 days 02:08:49,482.14,34,Delayed,UPI,100,3,0
248,248,2024-02-25,0 days 21:02:18,629.95,20,Delivered,Wallet,150,5,0
249,1385,2024-11-30,0 days 01:55:51,158.34,11,Delayed,Wallet,150,5,0
250,1373,2024-01-11,0 days 22:49:32,786.33,31,Delivered,Card,0,4,0
251,2914,2024-01-25,0 days 06:08:04,406.96,31,Delivered,Wallet,50,5,0
252,3673,2024-12-19,0 days 01:44:56,46.47,18,Delivered,UPI,100,2,0
253,45,2024-02-29,0 days 03:53:46,977.64,24,Delivered,Wallet,100,3,0
254,2086,2024-08-01,0 days 15:33:18,286.29,30,Delivered,Wallet,50,5,0
255,4512,2024-08-15,0 days 15:17:06,596.96,43,Delivered,UPI,50,4,0
256,2541,2024-07-13,0 days 16:15:21,476.17,43,Delivered,UPI,50,2,0
257,2371,2024-03-04,0 days 23:22:02,100.06,12,Cancelled,UPI,0,1,0
258,2516,2024-10-07,0 days 05:20:25,173.43,37,Delivered,UPI,50,5,0
259,4183,2024-05-09,0 days 09:10:38,276.4,14,Delivered,Card,100,4,1
260,4324,2024-08-30,0 days 16:05:05,595.55,9,Delivered,Card,0,5,0
261,623,2024-12-25,0 days 23:37:39,361.56,37,Delivered,Card,100,3,0
262,3382,2024-03-19,0 days 02:52:51,278.15,36,Delayed,Card,0,5,0
263,485,2024-04-15,0 days 12:34:35,358.02,22,Delayed,Card,0,5,0
264,2888,2024-12-21,0 days 19:12:39,9.98,18,Delivered,Card,50,2,0
265,25,2024-12-17,0 days 17:54:36,261.68,14,Delayed,UPI,150,4,0
266,1815,2024-11-18,0 days 17:42:56,271.91,26,Delivered,UPI,0,4,0
267,1226,2024-01-05,0 days 02:34:54,259.9,37,Delivered,UPI,100,2,0
268,1249,2024-06-03,0 days 00:12:30,928.64,14,Delivered,COD,100,5,0
269,779,2024-08-03,0 days 06:42:03,1425.18,43,Delivered,Wallet,0,2,0
270,2843,2024-12-04,0 days 17:46:14,95.01,21,Delayed,UPI,0,1,0
271,3701,2024-02-21,0 days 20:25:50,169.44,31,Delivered,UPI,100,1,0
272,1583,2024-12-05,0 days 11:52:12,764.3,12,Delivered,UPI,50,5,0
273,4849,2024-09-23,0 days 14:13:58,466.46,18,Delivered,Wallet,100,5,0
274,1714,2024-05-18,0 days 12:17:10,540.25,34,Delivered,COD,50,3,0
275,3592,2024-11-14,0 days 13:20:46,224.95,33,Delivered,Wallet,0,5,0
276,4522,2024-11-06,0 days 03:26:32,332.08,23,Delivered,UPI,100,3,0
277,3139,2024-12-24,0 days 15:14:13,428.42,16,Cancelled,COD,50,5,0
278,4756,2024-03-11,0 days 11:31:06,1397.96,15,Delivered,COD,0,5,0
279,1518,2024-08-02,0 days 17:20:23,514.66,38,Delivered,Wallet,0,2,0
280,2733,2024-02-23,0 days 22:16:19,686.2,21,Delivered,UPI,100,3,0
281,4643,2024-09-18,0 days 15:59:25,290.07,15,Delivered,Wallet,50,5,0
282,2964,2025-01-03,0 days 23:50:07,541.36,36,Delivered,Card,100,2,0
283,3864,2024-11-12,0 days 04:16:26,628.85,39,Delayed,Wallet,50,5,0
284,3769,2024-03-01,0 days 08:00:22,456.21,27,Delivered,Wallet,150,4,0
285,1497,2024-05-24,0 days 21:14:58,68.2,29,Delayed,Card,0,5,0
286,3728,2024-02-28,0 days 03:22:11,144.48,29,Delayed,Wallet,50,4,0
287,1736,2024-02-24,0 days 16:12:02,304.2,8,Delivered,Wallet,100,2,0
288,1344,2024-09-11,0 days 09:57:41,415.54,40,Delivered,Wallet,0,3,0
289,2268,2024-04-11,0 days 20:08:09,513.99,44,Delivered,Card,100,5,0
290,3916,2024-11-07,0 days 22:03:12,107.65,38,Delivered,Card,0,1,0
291,49,2024-04-12,0 days 22:55:40,253.72,22,Delivered,COD,150,5,0
292,2511,2024-05-14,0 days 14:36:57,406.58,13,Delivered,COD,50,4,0
293,3335,2024-09-24,0 days 10:49:18,494.96,40,Delivered,COD,50,4,0
294,3661,2024-04-13,0 days 20:55:59,405.94,13,Delivered,UPI,0,5,0
295,1747,2024-07-02,0 days 15:09:26,174.54,18,Delivered,UPI,100,4,0
296,496,2024-12-26,0 days 11:53:17,107.93,29,Delivered,Wallet,0,2,0
297,634,2024-07-28,0 days 19:34:31,353.58,25,Delivered,UPI,50,4,0
298,4698,2024-05-31,0 days 20:54:48,1225.43,17,Delivered,Card,50,4,0
299,2818,2024-03-23,0 days 22:43:26,228.38,35,Delivered,COD,50,5,0
300,2721,2024-01-21,0 days 10:58:01,430.11,33,Delivered,Wallet,0,4,0
301,176,2024-10-07,0 days 06:14:18,127.08,25,Delivered,Card,0,3,0
302,3161,2024-09-11,0 days 06:24:25,268.41,15,Delivered,COD,0,5,0
303,639,2024-04-16,0 days 22:42:53,605.39,13,Delivered,Wallet,0,4,0
304,3358,2024-12-18,0 days 08:01:37,199.61,33,Delivered,UPI,50,5,0
305,4393,2024-09-03,0 days 17:13:08,285.26,38,Delivered,COD,50,5,0
306,475,2024-06-18,0 days 05:47:33,133.44,40,Cancelled,COD,150,4,0
307,3828,2024-04-30,0 days 09:23:15,642.27,36,Delivered,COD,0,5,0
308,1647,2024-01-02,0 days 16:24:30,448.23,26,Delivered,Wallet,100,5,0
309,1959,2024-01-07,0 days 20:42:40,317.16,34,Cancelled,COD,50,5,0
310,4121,2024-12-09,0 days 21:25:21,124.84,25,Delivered,Card,0,4,0
311,349,2024-02-15,0 days 22:07:08,145.03,11,Delivered,COD,50,4,0
312,637,2024-02-26,0 days 16:38:50,97.71,30,Delivered,COD,100,2,0
313,3615,2024-10-20,0 days 12:37:07,254.28,15,Delivered,Wallet,0,5,0
314,3821,2024-12-08,0 days 02:10:00,96.81,31,Delivered,Wallet,0,2,0
315,4323,2024-09-09,0 days 04:56:12,312.8,12,Delayed,COD,100,4,0
316,4134,2024-03-17,0 days 13:54:24,545.15,18,Delayed,Wallet,0,5,0
317,2618,2024-02-16,0 days 15:46:31,280.49,21,Delivered,COD,0,2,0
318,1205,2024-09-18,0 days 20:20:08,158.87,18,Delivered,UPI,0,5,0
319,2162,2024-02-08,0 days 10:36:40,377.45,20,Delivered,Card,50,5,0
320,2180,2025-01-05,0 days 11:43:49,52.72,29,Delivered,COD,100,5,0
321,348,2025-01-05,0 days 13:51:49,144.01,21,Delivered,Wallet,100,4,0
322,1204,2024-02-21,0 days 20:26:19,334.04,27,Delayed,UPI,50,4,0
323,983,2024-05-11,0 days 19:38:48,129.13,8,Delivered,Card,0,3,0
324,732,2024-11-25,0 days 23:32:33,356.0,28,Delivered,Card,0,3,0
325,2601,2024-04-28,0 days 14:13:59,306.03,32,Delivered,Card,50,5,0
