user_id,signup_date,city,pincode,device_type,user_segment,is_subscription_user,marketing_source
153,2024-12-14,Bangalore,496463,Android,Budget,0,Google Ads
154,2024-08-04,Hyderabad,483179,Android,Regular,0,Instagram
155,2024-11-01,Pune,555066,Android,Budget,1,Referral
156,2024-02-02,Hyderabad,486725,Android,Budget,0,Referral
157,2024-07-16,Bangalore,496394,iOS,Budget,0,Instagram
158,2024-07-14,Bangalore,527315,iOS,Budget,0,Referral
159,2024-11-01,Chennai,476313,Android,Premium,0,Referral
160,2024-08-27,Pune,475325,Android,Regular,0,Organic
161,2024-09-27,Delhi,471197,Android,Budget,0,Organic
162,2024-05-08,Delhi,470015,Android,Premium,0,Referral
163,2024-10-10,Hyderabad,539283,iOS,Regular,0,Google Ads
164,2024-01-06,Chennai,541995,Android,Premium,0,Referral
165,2024-12-14,Mumbai,433341,Android,Budget,0,Organic
166,2025-01-04,Hyderabad,439851,Android,Regular,0,Referral
167,2024-02-28,Chennai,513712,iOS,Premium,0,Google Ads
168,2024-12-15,Pune,411095,iOS,Budget,0,Google Ads
169,2024-10-01,Pune,487960,iOS,Premium,1,Organic
170,2025-01-19,Pune,405742,Android,Premium,0,Referral
171,2024-05-16,Pune,511586,Android,Premium,1,Organic
172,2025-01-28,Pune,522565,iOS,Budget,1,Instagram
173,2024-11-24,Chennai,468799,Android,Budget,1,Organic
174,2024-06-23,Chennai,516027,Android,Budget,1,Organic
175,2024-02-27,Bangalore,510131,Android,Premium,1,Organic
176,2024-05-30,Delhi,422165,iOS,Budget,0,Referral
177,2024-08-10,Pune,430258,Android,Regular,0,Instagram
178,2024-03-21,Mumbai,545284,Android,Regular,0,Referral
179,2024-08-20,Chennai,495990,Android,Budget,0,Google Ads
180,2024-01-02,Mumbai,536305,Android,Budget,0,Instagram
181,2025-01-04,Mumbai,452692,Android,Regular,0,Organic
182,2025-01-03,Mumbai,479769,iOS,Premium,1,Organic
183,2024-05-14,Bangalore,556686,iOS,Budget,0,Organic
184,2024-09-13,Chennai,414027,Android,Premium,0,Referral
185,2025-01-25,Mumbai,430909,iOS,Regular,0,Google Ads
186,2024-04-01,Pune,419611,iOS,Regular,0,Instagram
187,2024-09-16,Hyderabad,463186,Android,Regular,0,Instagram
188,2024-02-24,Mumbai,472568,Android,Budget,0,Referral
189,2024-11-16,Bangalore,436183,iOS,Regular,0,Google Ads
190,2024-06-01,Chennai,516137,Android,Regular,0,Instagram
191,2024-11-23,Bangalore,531643,Android,Budget,0,Referral
192,2024-09-16,Mumbai,419289,iOS,Regular,0,Google Ads
193,2024-11-07,Chennai,478825,Android,Budget,0,Google Ads
194,2024-04-11,Hyderabad,484426,Android,Regular,0,Instagram
195,2024-03-19,Mumbai,400918,Android,Regular,0,Instagram
196,2024-07-10,Bangalore,475603,Android,Regular,0,Google Ads
197,2025-01-25,Delhi,464576,iOS,Budget,0,Instagram
198,2024-03-23,Pune,472519,Android,Premium,0,Referral
199,2024-10-03,Bangalore,439105,Android,Budget,0,Google Ads
200,2024-09-28,Chennai,549135,Android,Regular,1,Instagram
201,2024-01-01,Mumbai,417000,Android,Regular,0,Instagram
202,2024-11-02,Pune,541014,Android,Regular,1,Referral
203,2024-06-14,Mumbai,461170,Android,Budget,0,Instagram
204,2024-09-07,Chennai,554543,iOS,Regular,0,Instagram
205,2024-01-10,Mumbai,529745,Android,Budget,1,Instagram
206,2024-02-27,Delhi,510685,Android,Regular,1,Organic
207,2024-07-04,Pune,459822,Android,Regular,1,Referral
208,2024-06-06,Pune,535602,Android,Regular,0,Referral
209,2024-05-02,Chennai,412193,Android,Regular,0,Organic
210,2024-01-30,Delhi,474103,Android,Premium,1,Referral
211,2024-05-03,Bangalore,514895,iOS,Budget,0,Instagram
212,2024-10-17,Mumbai,486796,Android,Premium,1,Instagram
213,2024-02-10,Hyderabad,466678,Android,Budget,0,Instagram
214,2024-02-13,Mumbai,535700,Android,Regular,1,Referral
215,2025-01-09,Mumbai,534328,iOS,Regular,1,Referral
216,2024-09-05,Bangalore,536286,Android,Regular,0,Google Ads
217,2024-02-05,Mumbai,502413,Android,Budget,0,Organic
218,2025-01-24,Delhi,419405,Android,Regular,0,Referral
219,2024-09-29,Delhi,516546,Android,Budget,0,Google Ads
220,2025-01-27,Pune,556453,Android,Budget,0,Organic
221,2024-03-05,Chennai,550246,iOS,Budget,0,Organic
222,2024-03-06,Hyderabad,423990,Android,Regular,1,Instagram
223,2024-12-03,Mumbai,508107,Android,Budget,1,Instagram
224,2024-08-31,Mumbai,424520,Android,Budget,0,Google Ads
225,2024-10-08,Bangalore,422440,Android,Budget,0,Google Ads
226,2024-03-25,Chennai,518571,Android,Budget,1,Instagram
227,2024-05-15,Delhi,414996,Android,Premium,1,Instagram
228,2024-09-27,Hyderabad,423560,Android,Premium,1,Organic
229,2024-11-06,Pune,489050,Android,Budget,0,Organic
230,2024-08-04,Delhi,536094,Android,Regular,1,Referral
231,2024-04-18,Chennai,498001,Android,Regular,0,Instagram
232,2024-10-03,Pune,552192,iOS,Regular,1,Organic
233,2025-01-21,Bangalore,439351,Android,Regular,1,Google Ads
234,2025-01-08,Bangalore,425518,Android,Budget,1,Organic
235,2024-12-19,Mumbai,553323,iOS,Regular,0,Instagram
236,2024-04-12,Chennai,489133,Android,Budget,1,Organic
237,2024-12-31,Hyderabad,459547,iOS,Budget,0,Instagram
238,2024-06-08,Pune,505687,iOS,Regular,0,Organic
239,2024-07-23,Delhi,488152,iOS,Regular,1,Referral
240,2024-12-09,Chennai,403328,iOS,Budget,0,Referral
241,2024-11-28,Chennai,520319,Android,Regular,0,Google Ads
242,2024-07-10,Bangalore,515946,Android,Regular,1,Google Ads
243,2024-08-12,Mumbai,446831,Android,Premium,1,Instagram
244,2024-09-21,Mumbai,452447,Android,Regular,1,Instagram
245,2024-08-19,Pune,546233,Android,Regular,0,Instagram
246,2024-03-02,Bangalore,558303,iOS,Regular,1,Organic
247,2024-05-06,Chennai,540149,Android,Budget,0,Organic
248,2024-04-25,Hyderabad,469342,iOS,Budget,1,Organic
249,2024-02-02,Bangalore,431086,iOS,Budget,0,Google Ads
250,2024-06-22,Pune,455572,iOS,Regular,1,Instagram
251,2024-01-11,Pune,545788,iOS,Regular,0,Organic
252,2024-10-28,Bangalore,528309,iOS,Premium,1,Google Ads
253,2024-10-10,Pune,405751,iOS,Regular,0,Referral
254,2024-04-27,Bangalore,513932,Android,Budget,0,Instagram
255,2024-10-28,Delhi,478769,Android,Budget,0,Referral
256,2024-04-22,Bangalore,435904,iOS,Budget,1,Google Ads
257,2024-01-04,Bangalore,491037,iOS,Regular,0,Instagram
258,2024-02-06,Pune,487955,Android,Regular,0,Organic
259,2024-12-28,Pune,483015,Android,Premium,0,Google Ads
260,2024-11-19,Mumbai,517306,Android,Regular,1,Referral
261,2024-01-31,Mumbai,556411,Android,Premium,0,Referral
262,2024-04-27,Delhi,432102,iOS,Regular,0,Referral
263,2024-02-04,Mumbai,402776,iOS,Premium,0,Google Ads
264,2024-01-17,Bangalore,511498,Android,Regular,1,Google Ads
265,2024-06-18,Pune,445620,Android,Regular,0,Instagram
266,2024-02-06,Mumbai,550612,Android,Regular,1,Instagram
267,2024-09-20,Mumbai,457125,Android,Regular,1,Referral
268,2024-05-01,Delhi,465150,Android,Regular,0,Google Ads
269,2024-05-22,Chennai,426617,Android,Budget,0,Instagram
270,2024-12-08,Delhi,461800,Android,Budget,1,Google Ads
271,2024-09-05,Bangalore,490222,Android,Regular,1,Organic
272,2024-04-19,Pune,514880,Android,Regular,1,Google Ads
273,2024-10-03,Delhi,425480,Android,Budget,0,Referral
274,2024-03-08,Mumbai,499166,Android,Budget,0,Google Ads
275,2025-01-05,Pune,455864,Android,Budget,0,Referral
276,2024-10-19,Pune,482570,Android,Regular,0,Instagram
277,2024-10-22,Mumbai,546481,iOS,Budget,0,Instagram
278,2024-08-30,Delhi,416352,iOS,Budget,0,Instagram
279,2024-05-04,Mumbai,535204,iOS,Budget,0,Organic
280,2024-08-30,Chennai,444826,iOS,Budget,0,Referral
281,2024-07-27,Pune,411350,Android,Premium,0,Organic
282,2024-04-07,Hyderabad,444255,Android,Budget,0,Organic
283,2024-02-18,Hyderabad,438226,Android,Regular,1,Instagram
284,2024-02-19,Bangalore,412454,iOS,Regular,0,Referral
285,2024-12-03,Mumbai,549887,iOS,Premium,0,Google Ads
286,2024-08-08,Mumbai,549336,Android,Budget,0,Google Ads
287,2024-06-30,Bangalore,477695,Android,Budget,0,Referral
288,2024-08-04,Bangalore,415736,Android,Budget,0,Google Ads
289,2024-07-29,Bangalore,546903,iOS,Budget,0,Instagram
290,2024-08-27,Pune,447894,Android,Regular,0,Instagram
291,2025-01-08,Chennai,527007,Android,Budget,1,Organic
292,2024-01-28,Mumbai,445067,Android,Budget,0,Instagram
293,2024-12-10,Pune,534446,Android,Premium,0,Google Ads
294,2024-11-30,Bangalore,541408,iOS,Regular,1,Organic
295,2024-11-26,Mumbai,554814,Android,Budget,0,Referral
296,2024-02-20,Pune,410693,iOS,Budget,1,Referral
297,2024-02-01,Chennai,445542,Android,Budget,0,Organic
298,2024-07-25,Pune,466984,iOS,Premium,0,Instagram
299,2025-01-07,Chennai,550656,iOS,Premium,0,Organic
300,2024-06-22,Bangalore,553838,Android,Premium,1,Organic
301,2024-02-25,Chennai,554979,Android,Premium,0,Instagram
302,2024-05-07,Mumbai,520748,Android,Regular,0,Referral
303,2024-04-08,Bangalore,485104,Android,Budget,0,Organic
304,2024-04-07,Mumbai,550593,iOS,Regular,0,Referral
305,2024-10-01,Hyderabad,425567,Android,Regular,1,Google Ads
306,2024-08-17,Delhi,473194,iOS,Premium,0,Instagram
307,2024-03-12,Chennai,541418,Android,Regular,1,Google Ads
308,2024-08-04,Delhi,521016,Android,Regular,0,Referral
309,2024-04-03,Delhi,530957,Android,Premium,1,Google Ads
310,2024-05-22,Chennai,470745,Android,Budget,0,Google Ads
311,2024-08-24,Bangalore,433456,Android,Premium,1,Google Ads
312,2024-05-07,Hyderabad,559091,iOS,Budget,0,Organic
313,2024-02-08,Mumbai,454220,Android,Regular,1,Organic
314,2024-08-14,Pune,445992,iOS,Budget,0,Instagram
315,2024-10-08,Mumbai,473617,Android,Regular,0,Referral
316,2024-02-20,Pune,487439,Android,Regular,1,Referral
317,2024-01-26,Mumbai,516842,iOS,Budget,0,Instagram
318,2024-11-29,Chennai,540559,iOS,Premium,1,Referral
319,2024-10-03,Hyderabad,458871,Android,Regular,0,Referral
320,2024-01-08,Pune,486695,iOS,Regular,0,Google Ads
321,2024-02-17,Bangalore,443857,Android,Budget,1,Google Ads
322,2025-01-20,Mumbai,501408,Android,Premium,0,Referral
323,2024-05-01,Mumbai,431380,Android,Budget,0,Instagram
324,2024-03-26,Pune,464730,iOS,Budget,1,Instagram
325,2024-07-27,Bangalore,559451,Android,Budget,0,Referral
326,2024-09-05,Bangalore,454354,Android,Regular,0,Instagram
327,2024-09-03,Chennai,414032,Android,Premium,0,Instagram
328,2024-04-19,Chennai,465983,Android,Budget,1,Google Ads
329,2024-07-24,Chennai,436684,Android,Budget,1,Instagram
330,2024-01-31,Chennai,514092,Android,Premium,1,Organic
331,2024-03-25,Chennai,517798,Android,Regular,0,Google Ads
332,2024-07-13,Chennai,548691,Android,Regular,0,Organic
333,2024-01-02,Hyderabad,406588,Android,Budget,0,Referral
334,2024-07-18,Bangalore,462791,Android,Regular,0,Instagram
335,2024-05-15,Chennai,431481,Android,Budget,0,Organic
336,2024-08-20,Bangalore,551600,Android,Premium,0,Instagram
337,2024-05-26,Bangalore,423570,iOS,Regular,1,Organic
338,2024-08-04,Delhi,411152,Android,Regular,1,Google Ads
339,2024-12-22,Hyderabad,444740,Android,Budget,0,Referral
340,2025-01-09,Chennai,432955,Android,Budget,1,Organic
341,2024-10-11,Mumbai,509374,iOS,Budget,1,Google Ads
342,2024-12-04,Pune,434701,iOS,Budget,0,Referral
343,2025-01-02,Mumbai,523729,Android,Budget,0,Organic
344,2024-09-06,Hyderabad,466789,Android,Regular,0,Organic
345,2024-03-20,Pune,471046,Android,Budget,0,Google Ads
346,2024-04-07,Hyderabad,544973,Android,Regular,0,Referral
347,2024-05-31,Bangalore,527993,Android,Budget,0,Referral
348,2024-04-21,Pune,480060,Android,Budget,1,Google Ads
349,2024-01-30,Bangalore,401882,iOS,Regular,0,Instagram
350,2024-10-23,Mumbai,532703,Android,Regular,0,Google Ads
351,2025-01-11,Mumbai,420790,Android,Regular,0,Referral
352,2024-10-04,Pune,526084,Android,Budget,0,Google Ads
353,2024-02-01,Pune,488060,Android,Regular,0,Instagram
354,2025-01-17,Chennai,446152,Android,Regular,0,Google Ads
355,2024-06-09,Hyderabad,509389,Android,Budget,1,Google Ads
356,2024-01-30,Chennai,403263,Android,Regular,0,Organic
357,2024-01-26,Hyderabad,466982,Android,Regular,1,Instagram
358,2024-10-26,Chennai,520952,Android,Budget,0,Referral
359,2024-09-01,Bangalore,523100,Android,Premium,0,Instagram
360,2024-09-14,Pune,481973,Android,Regular,0,Referral
361,2024-09-28,Mumbai,475486,Android,Budget,1,Referral
362,2024-03-21,Hyderabad,454723,Android,Regular,1,Organic
363,2024-01-30,Hyderabad,489500,Android,Budget,0,Instagram
364,2024-09-17,Mumbai,406902,Android,Premium,0,Organic
365,2024-02-11,Chennai,517474,Android,Regular,0,Google Ads
366,2024-04-05,Hyderabad,408598,Android,Budget,1,Instagram
367,2024-02-05,Bangalore,529632,Android,Budget,0,Google Ads
368,2024-10-31,Pune,463910,Android,Budget,0,Instagram
369,2024-02-04,Mumbai,472392,iOS,Regular,0,Referral
370,2024-12-11,Pune,539336,Android,Regular,0,Google Ads
371,2024-04-30,Hyderabad,463294,Android,Budget,1,Instagram
372,2024-07-25,Hyderabad,556878,Android,Budget,0,Instagram
373,2024-03-02,Mumbai,411875,Android,Budget,0,Google Ads
374,2024-10-18,Bangalore,486403,iOS,Budget,0,Organic
375,2024-05-06,Delhi,414080,Android,Budget,0,Instagram
376,2024-10-23,Mumbai,472780,iOS,Regular,0,Organic
377,2024-10-31,Delhi,495409,Android,Regular,1,Organic
378,2024-01-21,Chennai,540091,Android,Premium,0,Organic
379,2024-11-13,Delhi,520607,iOS,Premium,0,Organic
380,2024-02-11,Bangalore,520063,Android,Regular,0,Organic
381,2024-08-02,Chennai,412101,Android,Regular,1,Referral
382,2024-12-02,Delhi,457022,Android,Premium,0,Organic
383,2024-10-25,Chennai,550873,Android,Budget,1,Referral
384,2024-10-16,Delhi,528127,Android,Budget,0,Instagram
385,2024-09-24,Bangalore,492447,Android,Budget,1,Referral
386,2024-06-10,Delhi,429438,Android,Regular,0,Referral
387,2024-05-13,Delhi,551015,iOS,Regular,0,Organic
388,2024-04-14,Delhi,420863,iOS,Budget,0,Instagram
389,2024-12-08,Mumbai,411670,Android,Regular,1,Instagram
390,2025-01-01,Mumbai,521220,Android,Regular,1,Instagram
391,2024-06-09,Mumbai,415917,Android,Budget,1,Google Ads
392,2024-05-02,Bangalore,410879,Android,Budget,1,Referral
393,2024-05-15,Chennai,402986,iOS,Budget,0,Organic
394,2024-07-21,Hyderabad,441236,Android,Budget,0,Google Ads
395,2024-03-08,Delhi,418932,Android,Premium,1,Organic
396,2024-12-09,Delhi,492877,iOS,Premium,1,Google Ads
397,2024-11-26,Bangalore,400337,iOS,Premium,0,Instagram
398,2024-06-02,Delhi,442934,Android,Regular,0,Google Ads
399,2024-08-22,Mumbai,445537,Android,Regular,0,Instagram
400,2024-06-10,Hyderabad,469505,Android,Regular,0,Google Ads
401,2025-01-19,Pune,499215,iOS,Regular,0,Organic
402,2024-02-07,Delhi,513937,Android,Regular,0,Organic
403,2024-01-05,Mumbai,416280,Android,Regular,0,Google Ads
404,2024-08-22,Pune,503752,Android,Budget,1,Referral
405,2024-11-14,Hyderabad,504434,Android,Regular,1,Referral
406,2024-10-15,Pune,471387,Android,Budget,1,Google Ads
407,2024-02-21,Mumbai,486125,iOS,Regular,1,Referral
408,2024-02-07,Chennai,505751,iOS,Regular,0,Organic
409,2024-10-02,Chennai,477486,iOS,Budget,1,Referral
410,2024-04-19,Pune,474056,Android,Premium,0,Google Ads
411,2024-09-16,Bangalore,491912,iOS,Budget,1,Referral
412,2024-05-15,Pune,498619,iOS,Budget,0,Google Ads
413,2024-03-08,Delhi,513893,Android,Budget,1,Organic
414,2024-06-27,Delhi,471129,Android,Premium,0,Instagram
415,2024-02-05,Chennai,549181,Android,Regular,0,Organic
416,2024-05-05,Bangalore,452496,iOS,Regular,0,Organic
417,2024-07-08,Mumbai,482807,Android,Premium,0,Google Ads
418,2024-05-25,Delhi,493186,iOS,Budget,0,Organic
419,2024-03-21,Chennai,449650,Android,Budget,0,Organic
420,2024-08-12,Hyderabad,495403,Android,Budget,1,Referral
421,2024-10-05,Chennai,430677,Android,Regular,0,Google Ads
422,2024-12-26,Delhi,464094,Android,Regular,0,Referral
423,2024-06-03,Delhi,479415,Android,Budget,0,Google Ads
424,2024-11-09,Chennai,493096,iOS,Budget,0,Referral
425,2024-11-30,Mumbai,472308,Android,Budget,0,Referral
426,2024-09-27,Pune,495433,Android,Regular,0,Instagram
427,2024-01-05,Delhi,431924,Android,Budget,1,Organic
428,2024-12-07,Chennai,517450,Android,Budget,0,Referral
429,2024-10-10,Chennai,447575,Android,Budget,1,Instagram
430,2024-06-02,Bangalore,521758,Android,Regular,1,Referral
431,2024-12-05,Pune,453665,iOS,Regular,1,Referral
432,2024-02-23,Hyderabad,467385,Android,Regular,0,Instagram
433,2024-03-09,Mumbai,431028,Android,Regular,0,Instagram
434,2024-05-15,Hyderabad,434486,Android,Regular,0,Instagram
435,2024-02-29,Pune,550529,Android,Premium,1,Organic
436,2024-02-24,Pune,435555,iOS,Budget,0,Organic
437,2025-01-15,Pune,446923,Android,Regular,1,Referral
438,2024-10-10,Hyderabad,413410,iOS,Regular,0,Organic
439,2024-03-20,Pune,436640,Android,Budget,0,Instagram
440,2024-05-19,Chennai,419693,Android,Regular,0,Google Ads
441,2024-05-24,Hyderabad,489038,iOS,Budget,0,Organic
442,2024-11-05,Pune,418075,Android,Budget,1,Instagram
